Sdate,Cosit,Study,Period,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,Flags,Flag Text,Setup,#Bins,Bins,,,,,,,,,,,,,,,,
3/7/2019 4:00,000052525000,2,60,2,Northbound Lane 2,1,North,13,8192,Checked,32738,16,0,0,0,0,0,0,0,0,2,6,5,0,0,0,0,0,
3/7/2019 4:00,000052525000,2,60,3,Southbound Lane 1,2,South,258,8192,Checked,32738,16,1,0,0,0,0,0,0,4,49,126,63,14,1,0,0,0,
3/7/2019 4:00,000052525000,2,60,4,Southbound Lane 2,2,South,95,8192,Checked,32738,16,1,0,0,0,0,0,0,0,0,19,57,18,0,0,0,0,
3/7/2019 5:00,000052525000,2,60,1,Northbound Lane 1,1,North,93,8192,Checked,32738,16,0,0,0,0,0,0,0,1,18,49,18,3,1,2,1,0,
3/7/2019 5:00,000052525000,2,60,2,Northbound Lane 2,1,North,27,8192,Checked,32738,16,0,0,0,0,0,0,0,0,2,7,12,5,1,0,0,0,
3/7/2019 5:00,000052525000,2,60,3,Southbound Lane 1,2,South,637,8192,Checked,32738,16,0,0,0,0,0,0,2,8,100,304,191,25,5,1,1,0,
3/7/2019 5:00,000052525000,2,60,4,Southbound Lane 2,2,South,696,8192,Checked,32738,16,0,0,0,0,0,0,0,0,1,82,363,220,29,0,1,0,
3/7/2019 6:00,000052525000,2,60,1,Northbound Lane 1,1,North,207,8192,Checked,32738,16,0,0,0,0,0,1,1,10,49,79,51,13,2,1,0,0,
3/7/2019 6:00,000052525000,2,60,2,Northbound Lane 2,1,North,83,8192,Checked,32738,16,0,0,0,0,0,0,0,0,2,28,37,13,3,0,0,0,
3/7/2019 6:00,000052525000,2,60,3,Southbound Lane 1,2,South,850,8192,Checked,32738,16,0,0,0,0,0,0,2,24,190,410,184,35,5,0,0,0,
3/7/2019 6:00,000052525000,2,60,4,Southbound Lane 2,2,South,1476,8192,Checked,32738,16,0,0,0,0,0,0,1,6,38,401,714,294,21,0,1,0,
3/7/2019 7:00,000052525000,2,60,1,Northbound Lane 1,1,North,340,8192,Checked,32738,16,0,0,0,0,0,0,0,5,60,165,89,16,4,1,0,0,
3/7/2019 7:00,000052525000,2,60,2,Northbound Lane 2,1,North,191,8192,Checked,32738,16,0,0,0,0,0,0,0,0,3,24,87,59,14,3,1,0,
3/7/2019 7:00,000052525000,2,60,3,Southbound Lane 1,2,South,803,8192,Checked,32738,16,0,0,0,0,0,0,2,13,146,335,246,48,10,2,1,0,
3/7/2019 7:00,000052525000,2,60,4,Southbound Lane 2,2,South,1073,8192,Checked,32738,16,0,0,0,0,0,0,1,6,24,142,457,377,61,4,1,0,
3/7/2019 8:00,000052525000,2,60,1,Northbound Lane 1,1,North,395,8192,Checked,32738,16,0,0,0,0,0,0,3,17,75,193,91,11,4,1,0,0,
3/7/2019 8:00,000052525000,2,60,2,Northbound Lane 2,1,North,182,8192,Checked,32738,16,0,0,0,0,0,0,0,0,3,37,78,55,7,2,0,0,
3/7/2019 8:00,000052525000,2,60,3,Southbound Lane 1,2,South,694,8192,Checked,32738,16,2,0,0,0,0,0,1,15,123,279,201,61,7,4,1,0,
3/7/2019 8:00,000052525000,2,60,4,Southbound Lane 2,2,South,654,8192,Checked,32738,16,0,0,0,0,0,0,0,0,1,60,251,260,71,10,1,0,
3/7/2019 9:00,000052525000,2,60,1,Northbound Lane 1,1,North,387,8192,Checked,32738,16,0,0,0,0,0,1,2,13,86,191,77,14,3,0,0,0,
3/7/2019 9:00,000052525000,2,60,2,Northbound Lane 2,1,North,201,8192,Checked,32738,16,0,0,0,0,0,0,0,0,2,47,105,36,6,4,1,0,
3/7/2019 9:00,000052525000,2,60,3,Southbound Lane 1,2,South,616,8192,Checked,32738,16,0,0,0,0,0,0,1,21,125,266,166,24,10,3,0,0,
3/7/2019 9:00,000052525000,2,60,4,Southbound Lane 2,2,South,482,8192,Checked,32738,16,0,0,0,0,0,0,0,0,3,51,229,160,34,3,2,0,
3/7/2019 10:00,000052525000,2,60,1,Northbound Lane 1,1,North,361,8192,Checked,32738,16,0,0,0,0,0,1,3,15,98,159,75,9,1,0,0,0,
3/7/2019 10:00,000052525000,2,60,2,Northbound Lane 2,1,North,184,8192,Checked,32738,16,0,0,0,0,0,0,0,2,3,49,75,41,12,2,0,0,
3/7/2019 10:00,000052525000,2,60,3,Southbound Lane 1,2,South,510,8192,Checked,32738,16,0,0,0,0,0,2,4,16,122,223,113,30,0,0,0,0,
3/7/2019 10:00,000052525000,2,60,4,Southbound Lane 2,2,South,378,8192,Checked,32738,16,0,0,0,0,0,0,1,0,7,78,189,88,14,1,0,0,
3/7/2019 11:00,000052525000,2,60,1,Northbound Lane 1,1,North,426,8192,Checked,32738,16,0,0,0,0,1,5,8,38,121,207,36,6,2,2,0,0,
3/7/2019 11:00,000052525000,2,60,2,Northbound Lane 2,1,North,203,8192,Checked,32738,16,0,0,0,0,0,0,7,2,7,86,71,22,7,1,0,0,
3/7/2019 11:00,000052525000,2,60,3,Southbound Lane 1,2,South,289,8192,Checked,32738,16,0,0,0,0,0,0,9,22,80,122,53,2,1,0,0,0,
3/7/2019 11:00,000052525000,2,60,4,Southbound Lane 2,2,South,524,8192,Checked,32738,16,0,0,0,0,0,0,3,9,72,215,171,46,8,0,0,0,
3/7/2019 12:00,000052525000,2,60,1,Northbound Lane 1,1,North,440,8192,Checked,32738,16,0,0,0,0,0,2,2,20,92,206,99,18,1,0,0,0,
3/7/2019 12:00,000052525000,2,60,2,Northbound Lane 2,1,North,283,8192,Checked,32738,16,0,0,0,0,0,0,0,0,1,56,148,64,12,2,0,0,
3/7/2019 12:00,000052525000,2,60,3,Southbound Lane 1,2,South,487,8192,Checked,32738,16,1,0,0,0,0,0,2,14,126,214,104,23,2,1,0,0,
3/7/2019 12:00,000052525000,2,60,4,Southbound Lane 2,2,South,290,8192,Checked,32738,16,0,0,0,0,0,0,0,0,1,29,138,99,21,2,0,0,
3/7/2019 13:00,000052525000,2,60,1,Northbound Lane 1,1,North,481,8192,Checked,32738,16,0,0,0,0,0,0,3,11,105,210,132,19,1,0,0,0,
3/7/2019 13:00,000052525000,2,60,2,Northbound Lane 2,1,North,342,8192,Checked,32738,16,0,0,0,0,0,0,0,0,11,51,184,77,16,2,1,0,
3/7/2019 13:00,000052525000,2,60,3,Southbound Lane 1,2,South,471,8192,Checked,32738,16,1,0,0,0,0,0,4,18,96,219,113,17,3,0,0,0,
3/7/2019 13:00,000052525000,2,60,4,Southbound Lane 2,2,South,256,8192,Checked,32738,16,1,0,0,0,0,0,0,0,2,45,142,55,8,3,0,0,
3/7/2019 14:00,000052525000,2,60,1,Northbound Lane 1,1,North,590,8192,Checked,32738,16,1,0,0,0,0,0,3,23,116,274,134,34,3,2,0,0,
3/7/2019 14:00,000052525000,2,60,2,Northbound Lane 2,1,North,472,8192,Checked,32738,16,0,0,0,0,0,0,0,0,5,74,242,120,28,3,0,0,
3/7/2019 14:00,000052525000,2,60,3,Southbound Lane 1,2,South,444,8192,Checked,32738,16,0,0,0,0,0,0,4,15,100,183,107,32,1,1,1,0,
3/7/2019 14:00,000052525000,2,60,4,Southbound Lane 2,2,South,245,8192,Checked,32738,16,1,0,0,0,0,0,0,0,2,48,119,56,14,4,1,0,
3/7/2019 15:00,000052525000,2,60,1,Northbound Lane 1,1,North,764,8192,Checked,32738,16,0,0,0,0,0,0,3,21,172,349,183,27,5,2,2,0,
3/7/2019 15:00,000052525000,2,60,2,Northbound Lane 2,1,North,794,8192,Checked,32738,16,1,0,0,0,0,0,0,0,5,160,399,194,28,6,1,0,
3/7/2019 15:00,000052525000,2,60,3,Southbound Lane 1,2,South,449,8192,Checked,32738,16,1,0,0,0,0,0,1,11,101,228,89,16,2,0,0,0,
3/7/2019 15:00,000052525000,2,60,4,Southbound Lane 2,2,South,260,8192,Checked,32738,16,0,0,0,0,0,0,0,0,4,50,129,69,8,0,0,0,
3/7/2019 16:00,000052525000,2,60,1,Northbound Lane 1,1,North,941,8192,Checked,32738,16,1,0,0,0,0,1,7,41,263,416,179,25,7,0,1,0,
3/7/2019 16:00,000052525000,2,60,2,Northbound Lane 2,1,North,1391,8192,Checked,32738,16,1,0,0,0,0,0,0,9,53,322,687,291,26,2,0,0,
3/7/2019 16:00,000052525000,2,60,3,Southbound Lane 1,2,South,508,8192,Checked,32738,16,0,0,0,0,0,0,1,18,100,236,126,25,1,1,0,0,
3/7/2019 16:00,000052525000,2,60,4,Southbound Lane 2,2,South,303,8192,Checked,32738,16,0,0,0,0,0,0,0,1,7,44,151,76,22,2,0,0,
3/7/2019 17:00,000052525000,2,60,1,Northbound Lane 1,1,North,935,8192,Checked,32738,16,0,0,0,0,0,0,0,20,230,422,209,42,10,2,0,0,
3/7/2019 17:00,000052525000,2,60,2,Northbound Lane 2,1,North,1348,8192,Checked,32738,16,0,0,0,0,0,0,3,2,28,250,692,345,27,1,0,0,
3/7/2019 17:00,000052525000,2,60,3,Southbound Lane 1,2,South,494,8192,Checked,32738,16,0,0,0,0,0,0,0,12,104,203,149,22,4,0,0,0,
3/7/2019 17:00,000052525000,2,60,4,Southbound Lane 2,2,South,289,8192,Checked,32738,16,0,0,0,0,0,0,0,0,3,50,139,82,12,3,0,0,
3/7/2019 18:00,000052525000,2,60,1,Northbound Lane 1,1,North,692,8192,Checked,32738,16,0,0,0,0,1,0,5,24,130,285,189,47,10,1,0,0,
3/7/2019 18:00,000052525000,2,60,2,Northbound Lane 2,1,North,788,8192,Checked,32738,16,0,0,0,0,0,0,0,0,3,114,377,251,33,7,3,0,
3/7/2019 18:00,000052525000,2,60,3,Southbound Lane 1,2,South,409,8192,Checked,32738,16,1,0,0,0,0,0,3,5,63,192,112,29,2,1,1,0,
3/7/2019 18:00,000052525000,2,60,4,Southbound Lane 2,2,South,216,8192,Checked,32738,16,0,0,0,0,0,0,0,0,3,28,106,61,14,3,1,0,
3/7/2019 19:00,000052525000,2,60,1,Northbound Lane 1,1,North,490,8192,Checked,32738,16,1,0,0,0,0,0,3,16,99,215,126,21,6,3,0,0,
3/7/2019 19:00,000052525000,2,60,2,Northbound Lane 2,1,North,436,8192,Checked,32738,16,1,0,0,0,0,0,0,0,5,73,212,120,24,1,0,0,
3/7/2019 19:00,000052525000,2,60,3,Southbound Lane 1,2,South,281,8192,Checked,32738,16,1,0,0,0,0,3,5,16,60,119,61,14,1,1,0,0,
3/7/2019 19:00,000052525000,2,60,4,Southbound Lane 2,2,South,157,8192,Checked,32738,16,0,0,0,0,0,0,0,1,8,41,70,31,6,0,0,0,
3/7/2019 20:00,000052525000,2,60,1,Northbound Lane 1,1,North,395,8192,Checked,32738,16,0,0,0,0,1,0,2,21,74,181,101,13,2,0,0,0,
3/7/2019 20:00,000052525000,2,60,2,Northbound Lane 2,1,North,276,8192,Checked,32738,16,0,0,0,0,0,0,0,0,9,47,140,66,11,2,1,0,
3/7/2019 20:00,000052525000,2,60,3,Southbound Lane 1,2,South,231,8192,Checked,32738,16,0,0,0,0,0,0,1,12,61,94,55,5,2,0,1,0,
3/7/2019 20:00,000052525000,2,60,4,Southbound Lane 2,2,South,73,8192,Checked,32738,16,0,0,0,0,0,0,0,0,1,17,39,10,4,1,1,0,
3/7/2019 21:00,000052525000,2,60,1,Northbound Lane 1,1,North,344,8192,Checked,32738,16,0,0,0,0,0,0,4,7,76,165,77,13,1,0,1,0,
3/7/2019 21:00,000052525000,2,60,2,Northbound Lane 2,1,North,215,8192,Checked,32738,16,0,0,0,0,0,0,0,0,2,47,102,47,13,4,0,0,
3/7/2019 21:00,000052525000,2,60,3,Southbound Lane 1,2,South,186,8192,Checked,32738,16,0,0,0,0,0,0,1,7,45,98,31,4,0,0,0,0,
3/7/2019 21:00,000052525000,2,60,4,Southbound Lane 2,2,South,78,8192,Checked,32738,16,0,0,0,0,0,0,0,0,2,31,31,10,3,1,0,0,
3/7/2019 22:00,000052525000,2,60,1,Northbound Lane 1,1,North,249,8192,Checked,32738,16,0,0,0,0,0,0,1,8,50,110,63,12,5,0,0,0,
3/7/2019 22:00,000052525000,2,60,2,Northbound Lane 2,1,North,133,8192,Checked,32738,16,0,0,0,0,0,0,0,0,4,28,72,23,5,1,0,0,
3/7/2019 22:00,000052525000,2,60,3,Southbound Lane 1,2,South,135,8192,Checked,32738,16,1,0,0,0,0,0,0,8,28,49,41,7,1,0,0,0,
3/7/2019 22:00,000052525000,2,60,4,Southbound Lane 2,2,South,52,8192,Checked,32738,16,0,0,0,0,0,0,0,0,2,12,27,9,2,0,0,0,
3/7/2019 23:00,000052525000,2,60,1,Northbound Lane 1,1,North,151,8192,Checked,32738,16,0,0,0,0,0,0,1,4,33,59,42,7,5,0,0,0,
3/7/2019 23:00,000052525000,2,60,2,Northbound Lane 2,1,North,74,8192,Checked,32738,16,0,0,0,0,0,0,0,1,1,19,30,18,3,2,0,0,
3/7/2019 23:00,000052525000,2,60,3,Southbound Lane 1,2,South,67,8192,Checked,32738,16,0,0,0,0,0,0,0,6,13,30,13,4,1,0,0,0,
3/7/2019 23:00,000052525000,2,60,4,Southbound Lane 2,2,South,21,8192,Checked,32738,16,0,0,0,0,0,0,0,0,4,9,3,3,2,0,0,0,
3/8/2019 0:00,000052525000,2,60,1,Northbound Lane 1,1,North,103,8192,Checked,32738,16,0,0,0,0,0,0,0,4,21,52,23,2,1,0,0,0,
3/8/2019 0:00,000052525000,2,60,2,Northbound Lane 2,1,North,50,8192,Checked,32738,16,0,0,0,0,0,0,0,0,2,11,30,6,1,0,0,0,
3/8/2019 0:00,000052525000,2,60,3,Southbound Lane 1,2,South,34,8192,Checked,32738,16,0,0,0,0,0,2,0,4,9,14,5,0,0,0,0,0,
3/8/2019 0:00,000052525000,2,60,4,Southbound Lane 2,2,South,6,8192,Checked,32738,16,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,
3/8/2019 1:00,000052525000,2,60,1,Northbound Lane 1,1,North,99,8192,Checked,32738,16,0,0,0,0,0,0,1,7,25,45,14,4,2,1,0,0,
3/8/2019 1:00,000052525000,2,60,2,Northbound Lane 2,1,North,42,8192,Checked,32738,16,0,0,0,0,0,0,0,0,4,16,17,4,1,0,0,0,
3/8/2019 1:00,000052525000,2,60,3,Southbound Lane 1,2,South,32,8192,Checked,32738,16,0,0,0,0,0,0,0,2,6,16,6,2,0,0,0,0,
3/8/2019 1:00,000052525000,2,60,4,Southbound Lane 2,2,South,5,8192,Checked,32738,16,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,
3/8/2019 2:00,000052525000,2,60,1,Northbound Lane 1,1,North,37,8192,Checked,32738,16,0,0,0,0,0,0,0,3,11,16,5,2,0,0,0,0,
3/8/2019 2:00,000052525000,2,60,2,Northbound Lane 2,1,North,15,8192,Checked,32738,16,0,0,0,0,0,0,0,0,1,7,5,1,1,0,0,0,
3/8/2019 2:00,000052525000,2,60,3,Southbound Lane 1,2,South,37,8192,Checked,32738,16,0,0,0,0,0,0,1,2,8,19,5,2,0,0,0,0,
3/8/2019 2:00,000052525000,2,60,4,Southbound Lane 2,2,South,6,8192,Checked,32738,16,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,
3/8/2019 3:00,000052525000,2,60,1,Northbound Lane 1,1,North,55,8192,Checked,32738,16,0,0,0,0,0,0,0,3,10,24,14,2,1,1,0,0,
3/8/2019 3:00,000052525000,2,60,2,Northbound Lane 2,1,North,17,8192,Checked,32738,16,0,0,0,0,0,0,0,0,1,9,5,2,0,0,0,0,
3/8/2019 3:00,000052525000,2,60,3,Southbound Lane 1,2,South,61,8192,Checked,32738,16,0,0,0,0,1,0,1,1,11,36,11,0,0,0,0,0,
3/8/2019 3:00,000052525000,2,60,4,Southbound Lane 2,2,South,23,8192,Checked,32738,16,0,0,0,0,0,0,0,0,1,12,4,5,1,0,0,0,
3/8/2019 4:00,000052525000,2,60,1,Northbound Lane 1,1,North,31,8192,Checked,32738,16,0,0,0,0,0,0,0,2,7,14,5,1,1,0,1,0,
3/8/2019 4:00,000052525000,2,60,2,Northbound Lane 2,1,North,10,8192,Checked,32738,16,0,0,0,0,0,0,0,0,2,4,3,1,0,0,0,0,
3/8/2019 4:00,000052525000,2,60,3,Southbound Lane 1,2,South,224,8192,Checked,32738,16,0,0,0,0,0,0,0,7,29,123,53,10,2,0,0,0,
3/8/2019 4:00,000052525000,2,60,4,Southbound Lane 2,2,South,69,8192,Checked,32738,16,0,0,0,0,0,0,0,0,0,17,40,11,0,0,1,0,
3/8/2019 5:00,000052525000,2,60,1,Northbound Lane 1,1,North,83,8192,Checked,32738,16,0,0,0,0,0,0,1,3,15,45,14,5,0,0,0,0,
3/8/2019 5:00,000052525000,2,60,2,Northbound Lane 2,1,North,21,8192,Checked,32738,16,0,0,0,0,0,1,0,0,1,10,7,2,0,0,0,0,
3/8/2019 5:00,000052525000,2,60,3,Southbound Lane 1,2,South,554,8192,Checked,32738,16,0,0,0,0,0,0,0,8,78,247,177,39,4,0,1,0,
3/8/2019 5:00,000052525000,2,60,4,Southbound Lane 2,2,South,543,8192,Checked,32738,16,1,0,0,0,0,0,0,0,2,51,254,209,22,4,0,0,
3/8/2019 6:00,000052525000,2,60,1,Northbound Lane 1,1,North,181,8192,Checked,32738,16,0,0,0,0,0,0,3,5,31,95,36,8,3,0,0,0,
3/8/2019 6:00,000052525000,2,60,2,Northbound Lane 2,1,North,71,8192,Checked,32738,16,0,0,0,0,0,0,0,0,0,11,39,18,2,0,1,0,
3/8/2019 6:00,000052525000,2,60,3,Southbound Lane 1,2,South,810,8192,Checked,32738,16,0,0,0,0,0,0,1,13,167,402,192,29,5,1,0,0,
3/8/2019 6:00,000052525000,2,60,4,Southbound Lane 2,2,South,1286,8192,Checked,32738,16,0,0,0,0,0,0,0,0,17,262,688,294,25,0,0,0,
3/8/2019 7:00,000052525000,2,60,1,Northbound Lane 1,1,North,331,8192,Checked,32738,16,0,0,0,0,0,0,1,11,59,143,94,18,4,1,0,0,
3/8/2019 7:00,000052525000,2,60,2,Northbound Lane 2,1,North,193,8192,Checked,32738,16,0,0,0,0,0,0,0,0,0,37,94,44,17,0,1,0,
3/8/2019 7:00,000052525000,2,60,3,Southbound Lane 1,2,South,720,8192,Checked,32738,16,1,0,0,0,0,0,3,16,113,316,205,59,5,2,0,0,
3/8/2019 7:00,000052525000,2,60,4,Southbound Lane 2,2,South,949,8192,Checked,32738,16,0,0,0,0,0,0,0,2,19,120,465,305,37,1,0,0,
3/8/2019 8:00,000052525000,2,60,1,Northbound Lane 1,1,North,410,8192,Checked,32738,16,0,0,0,0,2,0,1,8,74,201,105,15,3,1,0,0,
3/8/2019 8:00,000052525000,2,60,2,Northbound Lane 2,1,North,238,8192,Checked,32738,16,0,0,0,0,0,0,0,0,9,54,88,66,18,2,1,0,
3/8/2019 8:00,000052525000,2,60,3,Southbound Lane 1,2,South,660,8192,Checked,32738,16,2,0,0,1,0,0,1,17,128,312,164,28,6,1,0,0,
3/8/2019 8:00,000052525000,2,60,4,Southbound Lane 2,2,South,622,8192,Checked,32738,16,1,0,0,0,0,0,0,0,3,68,296,217,32,4,1,0,
3/8/2019 9:00,000052525000,2,60,1,Northbound Lane 1,1,North,415,8192,Checked,32738,16,0,0,0,0,0,0,0,16,86,201,90,20,2,0,0,0,
3/8/2019 9:00,000052525000,2,60,2,Northbound Lane 2,1,North,200,8192,Checked,32738,16,0,0,0,0,0,0,0,0,2,42,102,39,11,4,0,0,
3/8/2019 9:00,000052525000,2,60,3,Southbound Lane 1,2,South,578,8192,Checked,32738,16,1,0,0,0,0,1,5,27,121,256,142,19,3,2,1,0,
3/8/2019 9:00,000052525000,2,60,4,Southbound Lane 2,2,South,424,8192,Checked,32738,16,0,0,0,0,0,0,0,0,5,59,183,140,31,2,4,0,
3/8/2019 10:00,000052525000,2,60,1,Northbound Lane 1,1,North,430,8192,Checked,32738,16,0,0,0,0,0,5,2,20,96,200,86,18,3,0,0,0,
3/8/2019 10:00,000052525000,2,60,2,Northbound Lane 2,1,North,218,8192,Checked,32738,16,0,0,0,0,0,0,0,0,6,38,111,49,10,3,1,0,
3/8/2019 10:00,000052525000,2,60,3,Southbound Lane 1,2,South,516,8192,Checked,32738,16,1,0,0,0,0,0,1,18,104,264,110,15,3,0,0,0,
3/8/2019 10:00,000052525000,2,60,4,Southbound Lane 2,2,South,359,8192,Checked,32738,16,0,0,0,0,0,0,0,0,0,38,193,112,16,0,0,0,
3/8/2019 11:00,000052525000,2,60,1,Northbound Lane 1,1,North,426,8192,Checked,32738,16,0,0,0,0,3,1,2,21,99,198,81,17,3,1,0,0,
3/8/2019 11:00,000052525000,2,60,2,Northbound Lane 2,1,North,294,8192,Checked,32738,16,0,0,0,0,0,0,3,7,20,72,124,52,12,4,0,0,
3/8/2019 11:00,000052525000,2,60,3,Southbound Lane 1,2,South,498,8192,Checked,32738,16,1,0,0,0,0,1,2,24,110,221,118,20,1,0,0,0,
3/8/2019 11:00,000052525000,2,60,4,Southbound Lane 2,2,South,293,8192,Checked,32738,16,0,0,0,0,0,0,0,0,16,73,128,64,6,6,0,0,
3/8/2019 12:00,000052525000,2,60,1,Northbound Lane 1,1,North,541,8192,Checked,32738,16,0,0,0,0,0,0,2,15,130,247,120,19,7,1,0,0,
3/8/2019 12:00,000052525000,2,60,2,Northbound Lane 2,1,North,349,8192,Checked,32738,16,0,0,0,0,0,0,0,0,8,91,148,86,15,1,0,0,
3/8/2019 12:00,000052525000,2,60,3,Southbound Lane 1,2,South,535,8192,Checked,32738,16,0,0,0,0,0,0,3,13,101,266,134,13,5,0,0,0,
3/8/2019 12:00,000052525000,2,60,4,Southbound Lane 2,2,South,326,8192,Checked,32738,16,0,0,0,0,0,0,0,0,4,64,153,89,12,4,0,0,
3/8/2019 13:00,000052525000,2,60,1,Northbound Lane 1,1,North,562,8192,Checked,32738,16,0,0,0,0,0,1,4,26,123,275,111,18,4,0,0,0,
3/8/2019 13:00,000052525000,2,60,2,Northbound Lane 2,1,North,420,8192,Checked,32738,16,0,0,0,0,0,0,0,0,8,96,217,86,12,0,1,0,
3/8/2019 13:00,000052525000,2,60,3,Southbound Lane 1,2,South,552,8192,Checked,32738,16,0,0,0,0,0,1,4,21,115,243,125,39,4,0,0,0,
3/8/2019 13:00,000052525000,2,60,4,Southbound Lane 2,2,South,274,8192,Checked,32738,16,0,0,0,0,0,0,0,0,4,48,116,78,25,2,1,0,
3/8/2019 14:00,000052525000,2,60,1,Northbound Lane 1,1,North,635,8192,Checked,32738,16,0,0,0,0,1,4,4,26,169,291,119,19,2,0,0,0,
3/8/2019 14:00,000052525000,2,60,2,Northbound Lane 2,1,North,601,8192,Checked,32738,16,0,0,0,0,0,0,1,3,19,190,311,66,11,0,0,0,
3/8/2019 14:00,000052525000,2,60,3,Southbound Lane 1,2,South,521,8192,Checked,32738,16,0,0,0,0,0,1,3,17,102,235,130,26,5,1,1,0,
3/8/2019 14:00,000052525000,2,60,4,Southbound Lane 2,2,South,245,8192,Checked,32738,16,0,0,0,0,0,0,0,0,3,46,107,60,26,2,1,0,
3/8/2019 15:00,000052525000,2,60,1,Northbound Lane 1,1,North,826,8192,Checked,32738,16,0,0,0,0,0,1,9,43,272,380,95,23,3,0,0,0,
3/8/2019 15:00,000052525000,2,60,2,Northbound Lane 2,1,North,997,8192,Checked,32738,16,0,0,0,0,0,0,0,7,47,339,482,109,13,0,0,0,
3/8/2019 15:00,000052525000,2,60,3,Southbound Lane 1,2,South,550,8192,Checked,32738,16,0,0,0,0,0,1,5,33,146,227,112,24,2,0,0,0,
3/8/2019 15:00,000052525000,2,60,4,Southbound Lane 2,2,South,281,8192,Checked,32738,16,0,0,0,0,0,0,0,0,11,63,126,66,12,2,1,0,
3/8/2019 16:00,000052525000,2,60,1,Northbound Lane 1,1,North,881,8192,Checked,32738,16,0,0,0,0,0,0,4,50,318,361,129,16,2,1,0,0,
3/8/2019 16:00,000052525000,2,60,2,Northbound Lane 2,1,North,1314,8192,Checked,32738,16,0,0,0,0,0,0,6,26,105,468,528,164,15,1,1,0,
3/8/2019 16:00,000052525000,2,60,3,Southbound Lane 1,2,South,563,8192,Checked,32738,16,0,0,0,0,0,0,4,23,112,275,127,19,3,0,0,0,
3/8/2019 16:00,000052525000,2,60,4,Southbound Lane 2,2,South,313,8192,Checked,32738,16,0,0,0,0,0,0,0,0,6,56,162,73,12,3,1,0,
3/8/2019 17:00,000052525000,2,60,1,Northbound Lane 1,1,North,897,8192,Checked,32738,16,2,0,0,0,0,0,8,47,227,393,175,35,9,1,0,0,
3/8/2019 17:00,000052525000,2,60,2,Northbound Lane 2,1,North,1224,8192,Checked,32738,16,0,0,0,0,0,10,17,17,83,294,579,205,18,1,0,0,
3/8/2019 17:00,000052525000,2,60,3,Southbound Lane 1,2,South,613,8192,Checked,32738,16,0,0,0,0,0,0,6,32,138,293,124,19,1,0,0,0,
3/8/2019 17:00,000052525000,2,60,4,Southbound Lane 2,2,South,425,8192,Checked,32738,16,1,0,0,0,0,0,0,0,3,67,235,102,14,3,0,0,
3/8/2019 18:00,000052525000,2,60,1,Northbound Lane 1,1,North,722,8192,Checked,32738,16,0,0,0,0,1,0,12,32,155,334,161,24,3,0,0,0,
3/8/2019 18:00,000052525000,2,60,2,Northbound Lane 2,1,North,837,8192,Checked,32738,16,0,0,0,0,0,0,0,0,16,215,428,162,13,2,1,0,
3/8/2019 18:00,000052525000,2,60,3,Southbound Lane 1,2,South,521,8192,Checked,32738,16,0,0,0,0,1,2,4,15,104,232,126,24,9,3,1,0,
3/8/2019 18:00,000052525000,2,60,4,Southbound Lane 2,2,South,298,8192,Checked,32738,16,0,0,0,0,0,0,0,0,8,52,160,56,17,4,1,0,
3/8/2019 19:00,000052525000,2,60,1,Northbound Lane 1,1,North,559,8192,Checked,32738,16,0,0,0,0,0,0,3,32,146,242,107,22,4,3,0,0,
3/8/2019 19:00,000052525000,2,60,2,Northbound Lane 2,1,North,461,8192,Checked,32738,16,0,0,0,0,0,0,0,1,7,125,231,78,18,1,0,0,
3/8/2019 19:00,000052525000,2,60,3,Southbound Lane 1,2,South,367,8192,Checked,32738,16,0,0,0,0,0,1,9,18,112,153,56,14,4,0,0,0,
3/8/2019 19:00,000052525000,2,60,4,Southbound Lane 2,2,South,171,8192,Checked,32738,16,0,0,0,0,0,0,0,0,5,58,76,26,6,0,0,0,
3/8/2019 20:00,000052525000,2,60,1,Northbound Lane 1,1,North,448,8192,Checked,32738,16,0,0,0,0,0,0,4,28,114,218,74,10,0,0,0,0,
3/8/2019 20:00,000052525000,2,60,2,Northbound Lane 2,1,North,277,8192,Checked,32738,16,0,0,0,0,0,0,0,0,10,103,128,32,3,1,0,0,
3/8/2019 20:00,000052525000,2,60,3,Southbound Lane 1,2,South,265,8192,Checked,32738,16,1,0,0,0,0,0,0,34,69,93,61,7,0,0,0,0,
3/8/2019 20:00,000052525000,2,60,4,Southbound Lane 2,2,South,118,8192,Checked,32738,16,1,0,0,0,0,0,0,3,11,32,45,21,3,2,0,0,
3/8/2019 21:00,000052525000,2,60,1,Northbound Lane 1,1,North,368,8192,Checked,32738,16,1,0,0,0,0,1,0,13,85,168,79,15,4,1,1,0,
3/8/2019 21:00,000052525000,2,60,2,Northbound Lane 2,1,North,246,8192,Checked,32738,16,0,0,0,0,0,0,0,0,6,71,121,35,10,3,0,0,
3/8/2019 21:00,000052525000,2,60,3,Southbound Lane 1,2,South,262,8192,Checked,32738,16,1,0,0,0,0,0,5,20,70,111,49,2,4,0,0,0,
3/8/2019 21:00,000052525000,2,60,4,Southbound Lane 2,2,South,91,8192,Checked,32738,16,0,0,0,0,0,0,0,0,4,35,43,7,1,1,0,0,
